Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
140,Julio Cascante\cc120b4f,cr CRC,DF,Austin FC,27,1993,26.8,1414,1370,44,32,2,148,34,1,0,0,0,0,1154,107,153,92,1224,49,11,8,1280,3,13,23,13,Matches
141,Cristian Cásseres Jr.\f86fe8c1,ve VEN,MFFW,NY Red Bulls,21,2000,22.9,881,851,30,10,2,176,16,42,15,11,3,0,576,136,169,152,650,44,4,4,610,9,10,43,52,Matches
142,Robert Castellanos\e620dcbb,us USA,DF,Nashville,22,1998,1.0,53,53,0,0,0,9,0,0,0,0,0,0,49,2,2,9,44,0,0,0,50,0,0,1,0,Matches
143,Valentín Castellanos\da76bab4,ar ARG,FW,NYCFC,22,1998,30.5,784,744,40,3,7,252,8,15,0,0,0,0,509,167,108,42,604,33,7,25,527,6,12,52,39,Matches
144,Edgar Castillo\3cdde01b,us USA,DF,FC Cincinnati,34,1986,10.8,485,405,80,5,0,41,3,4,0,0,0,0,303,100,82,344,46,17,74,2,399,0,5,14,10,Matches
145,Juan Castillo\bd538c54,us USA,MF,Houston Dynamo,16,2004,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,Matches
146,Lucas Cavallini\dd8de641,ca CAN,FW,Vancouver,28,1992,13.7,293,270,23,2,1,101,9,7,0,0,0,0,161,75,57,136,85,21,0,10,201,3,6,11,18,Matches
147,Darwin Cerén\a58de3f0,sv SLV,MF,Houston Dynamo,31,1989,13.4,616,585,31,18,1,114,48,12,13,0,12,0,425,70,121,87,505,15,0,2,508,3,12,19,10,Matches
148,Edwin Cerrillo\bd060315,us USA,MF,FC Dallas,20,2000,15.4,888,868,20,17,1,114,19,3,0,0,0,0,730,78,80,86,767,24,3,3,790,5,16,19,12,Matches
149,Maikel Chang\04cc9edd,cu CUB,DFMF,Real Salt Lake,29,1991,12.1,565,518,47,3,1,100,14,66,7,6,1,0,332,90,143,288,211,20,34,2,397,1,13,25,22,Matches
150,Maxime Chanot\ca366055,lu LUX,DF,NYCFC,31,1989,28.9,1290,1212,78,71,1,159,25,2,0,0,0,0,966,97,227,72,1084,85,5,6,1113,1,14,20,14,Matches
151,Jay Chapman\3bb4d381,ca CAN,MFFW,Inter Miami,27,1994,13.2,621,615,6,3,0,93,28,9,1,0,0,0,508,54,59,103,492,14,2,2,539,4,8,29,6,Matches
152,Diego Chará\6260cc9d,co COL,MF,Portland Timbers,34,1986,27.2,1488,1415,73,68,6,221,32,11,0,0,0,0,1126,150,212,275,1151,46,4,4,1308,2,16,44,19,Matches
153,Yimmi Chará\9df9baab,co COL,FWMF,Portland Timbers,29,1991,25.7,1203,1098,105,30,1,227,36,38,57,16,30,0,884,147,172,175,979,25,15,4,983,5,13,39,32,Matches
154,Justin Che\3c569f37,us USA,DF,FC Dallas,17,2003,11.3,603,493,110,6,3,79,11,31,0,0,0,0,324,131,148,39,429,23,104,2,456,1,15,26,14,Matches
155,Mathieu Choiniere\017459bb,ca CAN,DF,CF Montréal,21,1999,22.0,1182,1032,150,3,2,193,21,48,0,0,0,0,816,226,140,279,728,21,147,1,980,1,12,43,38,Matches
156,Léo Chú\d88ebbe9,br BRA,FWMF,Seattle,20,2000,1.7,43,41,2,0,0,9,1,6,0,0,0,0,29,7,7,28,7,5,2,0,33,1,1,3,0,Matches
157,José Cifuentes\8c8c07a7,ec ECU,MF,Los Angeles FC,21,1999,25.7,1182,1145,37,18,6,258,16,31,4,3,0,1,921,134,127,162,948,37,12,3,942,4,14,55,37,Matches
158,Abdoulaye Cissoko\52a6ef30,fr FRA,DF,Seattle,21,1999,10.7,402,397,5,5,0,56,11,0,0,0,0,0,328,31,43,112,270,13,0,1,352,0,10,16,1,Matches
159,Caden Clark\6e327d0d,us USA,MFFW,NY Red Bulls,17,2003,16.7,467,438,29,11,1,104,14,27,10,2,2,2,289,95,83,100,317,29,7,6,326,4,11,23,11,Matches
160,Steve Clark\ed6320b7,us USA,GK,Portland Timbers,34,1986,23.3,744,481,263,52,0,38,17,0,0,0,0,0,360,38,346,96,503,0,0,119,543,0,17,7,4,Matches
161,Stefan Cleveland\873fdbdf,us USA,GK,Seattle,26,1994,15.0,497,354,143,31,0,21,12,0,0,0,0,0,268,22,207,236,143,0,0,101,371,1,11,3,3,Matches
162,Elliot Collier\5804f03b,nz NZL,FWMF,Chicago Fire,25,1995,3.7,112,110,2,2,0,25,2,7,0,0,0,0,87,13,12,27,77,7,0,0,75,1,5,10,3,Matches
163,Jackson Conway\1cfa6e1a,us USA,FWMF,Atlanta Utd,19,2001,2.7,36,31,5,0,0,11,0,2,0,0,0,0,20,9,7,5,20,3,1,1,21,0,3,1,2,Matches
164,Derek Cornelius\577744b8,ca CAN,DFFW,Vancouver,23,1997,1.6,61,60,1,1,1,7,1,0,0,0,0,0,46,5,10,47,10,4,0,0,51,1,1,1,1,Matches
165,Joe Corona\470cd24b,us USA,MF,Houston Dynamo,30,1990,19.2,950,911,39,24,0,205,42,16,10,3,4,2,716,91,143,137,762,27,5,3,799,4,12,23,19,Matches
166,Carlos Coronel\5c07e176,br BRA,GK,NY Red Bulls,24,1996,34.0,928,616,312,111,0,44,20,0,0,0,0,0,326,32,570,48,709,0,0,110,513,3,40,9,4,Matches
167,Séga Coulibaly\dab9537e,fr FRA,DF,LA Galaxy,24,1996,15.8,970,936,34,28,0,81,30,2,0,0,0,0,802,64,104,165,754,25,5,4,855,2,12,18,6,Matches
168,Cade Cowell\f8e95f87,us USA,FWMF,San Jose,17,2003,18.6,359,331,28,1,1,94,11,36,0,0,0,0,252,52,55,44,287,9,10,2,249,3,9,17,22,Matches
169,Maxime Crépeau\ea42e480,ca CAN,GK,Vancouver,26,1994,27.0,926,590,336,77,0,69,25,0,0,0,0,0,350,41,535,110,637,0,0,125,604,3,25,13,2,Matches
170,Daniel Crisostomo\33fdd2aa,us USA,MF,Los Angeles FC,24,1997,4.4,166,164,2,2,0,18,2,0,0,0,0,0,128,15,23,16,140,8,0,0,143,1,3,4,3,Matches
171,Cody Cropper\aa133046,us USA,GK,FC Cincinnati,27,1993,1.0,34,25,9,1,0,3,2,0,0,0,0,0,22,2,10,3,24,0,0,7,25,0,2,0,0,Matches
172,Allan Cruz\030105a5,cr CRC,MF,FC Cincinnati,24,1996,18.3,726,684,42,24,0,113,20,7,4,1,1,0,533,93,100,65,620,17,12,2,616,3,10,19,20,Matches
173,Cristián Dajome\a065e877,co COL,FWDF,Vancouver,27,1994,29.7,984,919,65,10,8,238,38,91,1,0,0,0,646,206,132,157,725,27,48,11,709,2,25,47,54,Matches
174,Jürgen Damm\bbf8bf7a,mx MEX,FWDF,Atlanta Utd,28,1992,1.8,94,87,7,1,0,14,6,19,3,0,3,0,52,15,27,15,68,3,3,0,64,0,1,2,7,Matches
175,Jesús Daniel Bueno\b5687b08,ve VEN,MF,Philadelphia,21,1999,0.3,17,15,2,2,0,3,1,1,0,0,0,0,13,1,3,4,12,1,0,0,15,0,2,0,0,Matches
176,Mario Daniel Vega\6904a59a,ar ARG,GK,San Jose,36,1984,1.0,38,33,5,1,0,2,0,0,0,0,0,0,28,2,8,26,3,0,0,9,34,0,0,0,0,Matches
177,Abu Danladi\507383d1,gh GHA,FWMF,Nashville,25,1995,1.1,38,38,0,0,0,7,2,7,0,0,0,0,27,3,8,7,30,1,0,0,27,0,1,1,5,Matches
178,Toni Datković\0893e14b,hr CRO,DF,Real Salt Lake,27,1993,6.5,270,265,5,3,0,24,11,6,0,0,0,0,171,21,78,217,34,12,2,1,215,2,3,5,4,Matches
179,Jake Davis\79d3a503,us USA,MF,Sporting KC,19,2002,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,Matches
180,Sean Davis\cb75cac9,us USA,MF,NY Red Bulls,27,1993,34.0,1574,1519,55,36,3,303,34,22,17,7,10,0,998,207,369,435,996,92,1,7,1214,9,31,49,39,Matches
181,Matheus Davó\e48e1310,br BRA,FWMF,Philadelphia,21,1999,0.2,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,Matches
182,Alex DeJohn\2a6c024c,us USA,DF,Atlanta Utd,29,1991,1.4,62,55,7,5,1,5,0,0,0,0,0,0,42,7,13,23,32,1,2,0,49,0,2,2,0,Matches
183,A.J. DeLaGarza\171b3c37,gu GUM,DF,New England,33,1987,5.6,233,202,31,0,0,35,4,9,0,0,0,0,146,40,47,32,153,12,31,0,185,0,2,4,5,Matches
184,Jordy Delem\12e3a5f4,mq MTQ,MFDF,Seattle,27,1993,0.4,15,14,1,1,0,7,0,0,0,0,0,0,9,1,5,1,13,1,0,0,11,0,0,1,0,Matches
185,Nick DeLeon\21490b0d,us USA,MFFW,Toronto FC,30,1990,7.0,208,195,13,0,0,43,8,8,0,0,0,0,152,31,25,25,166,5,9,0,167,0,3,5,8,Matches
186,Marky Delgado\7f6a25b7,us USA,MFFW,Toronto FC,25,1995,26.3,1644,1597,47,13,5,303,37,23,4,0,2,0,1286,184,174,190,1358,46,29,5,1361,7,22,64,35,Matches
187,Nick DePuy\ba7b4e67,us USA,DF,LA Galaxy,26,1994,20.7,1193,1154,39,35,1,122,28,0,0,0,0,0,948,82,163,318,802,48,3,0,1043,1,19,16,11,Matches
188,Silvester van der Water\5d83500d,nl NED,FWMF,Orlando City,24,1996,10.9,364,332,32,8,1,72,30,17,22,12,4,1,213,58,93,312,41,7,2,0,266,1,11,17,12,Matches
189,Joey DeZart\9d7142a6,us USA,MF,Orlando City,22,1998,6.3,285,283,2,2,0,40,7,0,0,0,0,0,244,19,22,43,232,6,0,0,258,0,5,5,2,Matches
190,Amadou Dia\1650e261,us USA,DF,Sporting KC,27,1993,1.2,66,59,7,0,0,6,3,3,0,0,0,0,47,12,7,53,1,4,7,0,53,0,5,2,1,Matches
191,Youba Diarra\d61759ec,ml MLI,MF,NY Red Bulls,22,1998,1.4,89,88,1,1,0,14,0,0,0,0,0,0,65,12,12,6,78,4,0,0,64,1,1,5,3,Matches
192,Luis Díaz\1c9838aa,cr CRC,FW,Columbus Crew,22,1998,10.9,248,239,9,1,1,51,13,37,1,0,0,0,161,46,41,47,178,11,7,1,167,2,7,11,17,Matches
193,Bakaye Dibassy\247accfd,ml MLI,DF,Minnesota Utd,31,1989,25.9,1022,986,36,34,1,134,21,2,0,0,0,0,797,70,155,769,190,37,2,6,890,3,22,18,5,Matches
194,Daryl Dike\d4cfc93c,us USA,FW,Orlando City,20,2000,14.7,203,163,40,0,0,63,4,6,0,0,0,0,122,49,32,14,141,11,4,9,151,3,0,8,6,Matches
195,Clément Diop\0d5c0218,sn SEN,GK,CF Montréal,27,1993,8.0,263,178,85,25,0,37,5,0,0,0,0,0,180,6,77,13,203,0,0,34,224,0,3,2,1,Matches
196,Moussa Djitte\627b570a,sn SEN,FW,Austin FC,21,1999,6.7,147,139,8,0,0,45,1,4,0,0,0,0,105,26,16,12,119,6,1,2,121,0,4,7,2,Matches
197,Ethan Dobbelaere\1e772b7c,us USA,DFMF,Seattle,18,2002,2.0,54,47,7,0,0,11,0,5,0,0,0,0,36,9,9,4,39,3,7,0,35,0,2,4,2,Matches
198,Cecilio Domínguez\3162d667,py PAR,FW,Austin FC,26,1994,26.3,677,581,96,18,2,161,42,28,41,23,6,3,448,108,121,115,506,26,7,13,515,4,9,28,24,Matches
199,Irakoze Donasiyano\6195efdb,us USA,MF,Nashville,22,1998,0.3,9,9,0,0,0,1,0,0,0,0,0,0,7,1,1,1,7,1,0,0,6,0,0,0,2,Matches
200,Griffin Dorsey\c182ca04,us USA,FWDF,Houston Dynamo,21,1999,16.5,624,584,40,3,0,111,8,66,1,0,1,0,414,113,97,48,501,23,36,2,456,1,19,21,27,Matches
201,Jonathan dos Santos\91872dec,mx MEX,MF,LA Galaxy,30,1990,20.1,1374,1325,49,44,1,189,47,13,1,1,0,0,1116,113,145,61,1263,29,4,9,1223,1,16,42,15,Matches
202,Hassani Dotson\8f2af1ed,us USA,MFFW,Minnesota Utd,23,1997,26.3,1157,1126,31,8,0,255,24,29,2,0,1,0,859,128,170,195,837,61,18,6,927,3,22,43,26,Matches
203,Josh Drack\98a70879,us USA,MF,LA Galaxy,21,1999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
204,Sebastián Driussi\60e86875,ar ARG,MFFW,Austin FC,24,1996,15.3,763,696,67,18,3,126,26,27,22,7,10,0,566,90,107,42,689,13,8,6,622,1,14,37,13,Matches
205,Bryce Duke\59557625,us USA,MFFW,Los Angeles FC,19,2001,5.1,280,252,28,10,1,49,7,5,14,3,11,0,201,36,43,29,235,7,4,2,213,1,4,18,8,Matches
206,Cameron Duke\c679d9fd,us USA,MFDF,Sporting KC,19,2001,7.4,252,231,21,4,0,41,3,3,0,0,0,0,194,36,22,59,167,5,16,0,223,0,5,7,4,Matches
207,Cameron Dunbar\a8734f4a,us USA,FWMF,LA Galaxy,18,2002,3.3,77,74,3,1,0,12,1,6,0,0,0,0,55,14,8,13,54,7,2,0,55,0,3,6,3,Matches
208,Kyle Duncan\575e6cb1,us USA,DF,NY Red Bulls,23,1997,28.9,1481,1135,346,12,0,193,30,64,2,0,2,0,721,372,388,53,1009,53,332,1,1039,5,36,64,78,Matches
209,Julian Dunn-Johnson\220b5800,ca CAN,DF,Toronto FC,20,2000,1.0,35,35,0,0,0,1,0,0,0,0,0,0,23,3,9,1,32,2,0,0,28,0,0,3,0,Matches
210,Chris Duvall\39fae08b,us USA,DF,FC Cincinnati,29,1991,1.0,60,57,3,0,0,5,3,1,0,0,0,0,40,11,9,3,52,2,3,0,47,0,0,4,2,Matches
211,Dom Dwyer\bdfc15f8,us USA,FW,Toronto FC,30,1990,5.5,56,50,6,0,1,17,0,1,0,0,0,0,34,13,9,22,19,5,0,1,39,1,4,0,2,Matches
212,Jeremy Ebobisse\5fa7b2ec,us USA,FW,San Jose,23,1997,8.4,169,152,17,1,2,53,6,2,0,0,0,0,115,28,26,119,41,7,0,1,128,0,7,10,4,Matches
213,Jeremy Ebobisse\5fa7b2ec,us USA,FWMF,Portland Timbers,23,1997,10.5,232,218,14,0,2,57,1,6,0,0,0,0,165,30,37,173,49,0,1,4,191,0,7,7,3,Matches
214,Javier Eduardo López\f851b52f,mx MEX,MFFW,San Jose,26,1994,25.0,966,838,128,39,3,163,39,29,69,38,11,4,655,127,184,847,92,3,13,7,769,4,13,32,18,Matches
215,Raheem Edwards\b828d56a,ca CAN,DFMF,Los Angeles FC,25,1995,15.3,635,537,98,8,3,98,19,26,3,1,2,0,396,131,108,444,71,20,87,1,483,1,14,38,25,Matches
216,Tom Edwards\1b780599,eng ENG,DF,NY Red Bulls,22,1999,21.7,1074,830,244,83,3,90,80,45,43,11,22,1,465,117,492,29,845,64,118,3,703,4,29,38,26,Matches
217,Mandela Egbo\5603d397,eng ENG,DF,NY Red Bulls,23,1997,0.3,7,6,1,1,0,1,0,0,0,0,0,0,6,0,1,0,6,1,0,0,6,0,0,1,0,Matches
218,Jack Elliott\041deebd,eng ENG,DF,Philadelphia,25,1995,33.0,1354,1303,51,51,2,160,118,1,0,0,0,0,907,121,326,186,1059,71,0,2,1100,5,45,33,15,Matches
219,Kalil ElMedkhar\272c1aaf,us USA,FWMF,FC Dallas,21,1999,1.4,43,41,2,0,0,8,3,3,0,0,0,0,33,7,3,10,30,1,2,0,34,0,1,1,3,Matches
220,Tsubasa Endoh\46dca6e8,jp JPN,FWMF,Toronto FC,27,1993,5.7,180,176,4,0,0,33,9,7,3,1,1,0,131,22,27,42,126,7,1,3,135,2,5,4,6,Matches
221,Adam Esparza\ca135560,us USA,MF,LA Galaxy,18,2002,7.5,403,399,4,2,0,67,14,1,0,0,0,0,350,23,30,38,351,10,0,0,373,1,6,6,4,Matches
222,Cristian Espinoza\9c794a80,ar ARG,FWMF,San Jose,25,1995,24.7,942,819,123,22,4,165,59,86,68,28,27,2,595,166,181,108,781,13,33,1,684,0,26,40,52,Matches
223,Jhon Espinoza\79666d5a,ec ECU,DF,Chicago Fire,21,1999,9.0,421,350,71,1,0,41,9,35,0,0,0,0,227,95,99,51,283,12,70,1,323,0,9,11,12,Matches
224,Roger Espinoza\60b7c195,hn HON,MF,Sporting KC,34,1986,23.2,1027,1002,25,17,5,219,54,23,1,1,0,0,725,136,166,769,181,40,6,6,837,5,30,30,28,Matches
225,Lucas Esteves\c6ec0258,br BRA,DF,Colorado Rapids,20,2000,10.3,538,447,91,5,0,61,14,35,0,0,0,0,327,112,99,393,35,13,86,1,414,1,14,21,23,Matches
226,Derrick Etienne\59059f1e,ht HAI,FWMF,Columbus Crew,24,1996,20.5,628,615,13,1,6,105,15,65,0,0,0,0,457,85,86,106,487,11,12,4,468,3,12,23,29,Matches
227,Fábio\30f90535,br BRA,FWMF,NY Red Bulls,23,1997,24.3,455,438,17,1,4,147,12,12,0,0,0,0,291,77,87,24,327,34,2,18,312,2,2,18,33,Matches
228,Diego Fagúndez\fe81682e,uy URU,MFFW,Austin FC,25,1995,28.1,1311,1225,86,17,2,200,47,40,40,12,18,4,993,160,158,40,1204,20,29,8,1111,2,15,46,27,Matches
229,Mamadou Fall\805a2a11,sn SEN,DF,Los Angeles FC,18,2002,16.8,694,647,47,24,1,71,41,13,0,0,0,0,422,93,179,117,494,40,23,2,510,1,10,40,16,Matches
230,Marco Farfan\cfc68595,us USA,DF,Los Angeles FC,22,1998,19.5,969,789,180,17,1,140,4,19,0,0,0,0,647,192,130,614,139,28,163,1,800,2,16,30,30,Matches
231,Andrew Farrell\71eda165,us USA,DF,New England,28,1992,33.0,1640,1578,62,56,0,194,90,1,0,0,0,0,1202,120,318,98,1457,60,6,1,1426,1,20,33,14,Matches
232,Felipe\2415bd0a,br BRA,MF,D.C. United,30,1990,12.6,584,561,23,17,3,96,17,9,0,0,0,0,400,77,107,57,491,24,5,2,467,3,10,22,11,Matches
233,Omir Fernandez\622986f0,us USA,FWMF,NY Red Bulls,21,1999,8.6,202,198,4,2,1,44,1,15,1,0,0,0,145,22,35,39,148,8,1,3,140,2,3,10,10,Matches
234,Jesus Ferreira\f61246d8,us USA,MF,FC Dallas,20,2000,24.9,1113,1014,99,25,10,204,73,28,59,19,23,3,719,163,231,152,915,21,14,7,853,5,19,49,28,Matches
235,Carlos Fierro\bbd2b6b7,mx MEX,FWMF,San Jose,26,1994,12.9,433,381,52,7,0,74,35,55,20,7,7,2,212,85,136,76,317,10,24,2,272,4,13,25,27,Matches
236,Jorge Figal\91e44066,ar ARG,DF,Inter Miami,26,1994,22.3,1030,951,79,35,1,81,60,6,0,0,0,0,726,105,199,88,872,17,44,2,904,2,10,26,15,Matches
237,Maynor Figueroa\d8524b21,hn HON,DF,Houston Dynamo,37,1983,9.1,420,382,38,16,1,41,15,3,0,0,0,0,297,46,77,323,43,21,22,1,353,1,9,7,5,Matches
238,Stuart Findlay\edffe99a,sct SCO,DF,Philadelphia,25,1995,4.2,160,157,3,3,0,17,4,1,0,0,0,0,104,17,39,125,21,9,0,0,120,2,8,5,1,Matches
239,Ethan Finlay\c16a59af,us USA,FW,Minnesota Utd,30,1990,19.1,439,422,17,1,0,90,5,32,0,0,0,0,308,78,53,83,306,16,15,4,310,2,8,24,28,Matches
240,Oniel Fisher\ed5fdca6,jm JAM,DF,LA Galaxy,29,1991,5.4,320,271,49,5,0,32,3,5,0,0,0,0,227,49,44,92,169,12,44,2,265,0,7,11,6,Matches
241,Leon Flach\39859fa1,us USA,MF,Philadelphia,19,2001,29.3,822,790,32,15,3,145,10,41,0,0,0,0,592,119,111,587,150,50,16,4,630,6,17,31,26,Matches
242,Edison Flores\ef2c82f8,pe PER,FWMF,D.C. United,26,1994,10.8,328,295,33,6,1,74,9,17,20,13,5,0,205,51,72,274,31,7,2,3,239,4,3,13,19,Matches
243,George Fochive\f99000bb,us USA,MF,Portland Timbers,28,1992,11.5,380,368,12,10,0,59,7,3,0,0,0,0,282,48,50,68,271,23,2,5,325,0,9,8,5,Matches
244,Anthony Fontana\1f34358e,us USA,MFFW,Philadelphia,21,1999,3.9,96,94,2,0,0,24,0,3,0,0,0,0,77,9,10,10,79,4,2,0,70,0,1,9,4,Matches
245,Andreu Fontàs\0f138d5a,es ESP,DF,Sporting KC,31,1989,33.0,2777,2696,81,78,0,252,81,1,0,0,0,0,2347,175,255,2493,197,61,3,6,2514,2,31,57,12,Matches
246,Franco Fragapane\09538c47,ar ARG,FWMF,Minnesota Utd,27,1993,17.0,824,773,51,11,4,122,18,21,30,15,7,6,593,112,119,166,599,40,10,5,654,1,9,47,21,Matches
247,Waylon Francis\a3a1849f,cr CRC,DF,Columbus Crew,30,1990,14.9,691,576,115,11,0,72,7,20,0,0,0,0,426,119,146,499,63,18,104,0,535,0,14,17,24,Matches
248,Alan Franco\a548281c,ar ARG,DF,Atlanta Utd,24,1996,22.4,1261,1214,47,39,0,120,39,2,0,0,0,0,1025,99,137,149,1020,52,7,6,1136,3,20,19,5,Matches
249,Przemysław Frankowski\00a8d210,pl POL,FWMF,Chicago Fire,25,1995,11.8,498,481,17,3,1,103,12,28,0,0,0,0,364,75,59,66,392,18,14,6,379,3,7,27,21,Matches
250,Liam Fraser\d784062b,ca CAN,MF,Toronto FC,22,1998,0.4,44,43,1,1,1,7,0,1,0,0,0,0,39,1,4,7,37,0,0,0,40,0,0,0,0,Matches
251,Liam Fraser\d784062b,ca CAN,MF,Columbus Crew,22,1998,12.7,702,691,11,9,2,66,34,1,0,0,0,0,525,71,106,92,580,18,2,3,627,2,7,10,3,Matches
252,Matt Freese\2f49476c,us USA,GK,Philadelphia,22,1998,5.6,133,83,50,8,0,5,1,0,0,0,0,0,36,0,97,4,99,0,0,20,73,0,1,2,1,Matches
253,Stefan Frei\1d0a0f3e,ch SUI,GK,Seattle,34,1986,17.0,556,367,189,48,0,62,13,0,0,0,0,0,301,15,240,62,405,0,0,76,417,0,12,9,2,Matches
254,Alejandro Fuenmayor\77edb7ec,ve VEN,DF,Houston Dynamo,24,1996,3.0,188,180,8,4,0,29,6,0,0,0,0,0,136,17,35,11,160,11,4,2,151,0,6,7,3,Matches
255,McKinze Gaines\8ef72983,us USA,FW,Austin FC,22,1998,2.4,31,25,6,0,0,6,0,1,0,0,0,0,22,6,3,7,23,0,0,0,26,0,0,0,0,Matches
256,Jon Gallagher\9d5afdfb,ie IRL,FWMF,Austin FC,24,1996,14.1,268,243,25,2,3,42,4,23,2,0,1,0,173,56,39,38,189,16,15,2,209,0,6,10,13,Matches
257,Pedro Gallese\b76e1394,pe PER,GK,Orlando City,30,1990,22.0,576,356,220,42,1,29,7,0,0,0,0,0,346,16,214,315,127,0,0,95,448,0,9,2,3,Matches
258,Braian Galván\bbfbd4d3,ar ARG,DFMF,Colorado Rapids,20,2000,13.4,624,536,88,7,0,77,27,55,3,1,1,0,390,132,102,437,93,13,78,0,436,5,13,45,24,Matches
259,Boniek García\889ce425,hn HON,DFMF,Houston Dynamo,36,1984,7.9,312,299,13,12,2,34,12,0,1,0,0,0,246,31,35,25,268,12,0,3,280,0,3,5,3,Matches
260,Bruno Gaspar\55ae91f0,ao ANG,DF,Vancouver,27,1993,9.9,427,340,87,10,1,51,4,12,0,0,0,0,229,104,94,31,282,28,77,1,319,2,12,15,20,Matches
261,Chase Gasper\7371ec36,us USA,DF,Minnesota Utd,25,1996,29.2,1617,1326,291,19,0,192,18,60,0,0,0,0,1007,329,281,1043,223,45,272,7,1322,3,30,61,35,Matches
262,Ryan Gauld\862e93c2,sct SCO,MFFW,Vancouver,25,1995,14.5,610,495,115,23,5,110,46,37,72,30,34,1,358,84,168,483,91,17,1,4,433,3,12,22,14,Matches
263,Dániel Gazdag\527d0e31,hu HUN,MFFW,Philadelphia,24,1996,14.8,515,495,20,6,4,81,12,16,12,4,5,1,398,60,57,31,467,8,0,4,411,2,11,12,17,Matches
264,Kieran Gibbs\46ee5234,eng ENG,DF,Inter Miami,31,1989,7.7,348,315,33,4,0,24,5,12,1,0,1,0,244,50,54,259,46,11,28,1,287,4,2,11,10,Matches
265,Carles Gil\11c30a46,es ESP,MF,New England,28,1992,25.4,1669,1381,288,133,17,270,72,114,147,51,56,14,1082,158,429,1409,223,17,8,8,1240,8,27,63,40,Matches
266,José Antonio Martínez Gil\8e049cbd,es ESP,DF,FC Dallas,27,1993,16.7,963,925,38,19,0,99,24,1,0,0,0,0,725,69,169,836,62,27,19,3,829,3,18,26,5,Matches
267,Gastón Giménez\ab66cc31,py PAR,MF,Chicago Fire,29,1991,21.7,1193,1094,99,68,0,207,66,23,27,11,5,0,847,128,218,1021,114,36,4,2,980,4,23,35,13,Matches
268,Francisco Ginella\5a28a782,uy URU,MF,Los Angeles FC,22,1999,9.8,535,523,12,10,1,102,12,4,0,0,0,0,437,47,51,67,453,9,1,4,447,1,5,27,8,Matches
269,Justen Glad\5b768b0f,us USA,DF,Real Salt Lake,23,1997,31.0,1752,1667,85,34,0,177,72,8,0,0,0,0,1240,166,346,154,1427,85,51,4,1492,2,42,37,19,Matches
270,Jakob Glesnes\ac65aef3,no NOR,DF,Philadelphia,26,1994,34.0,1287,1209,78,70,0,122,99,8,0,0,0,0,891,123,273,145,1026,70,8,5,1077,4,37,26,11,Matches
271,Chris Gloster\01cd3c12,us USA,DF,NYCFC,20,2000,0.8,57,46,11,0,0,6,0,1,0,0,0,0,39,9,9,36,9,1,11,0,47,0,2,2,3,Matches
272,Marcus Godinho\27854bf6,ca CAN,DF,Vancouver,23,1997,1.3,82,71,11,0,0,8,1,6,0,0,0,0,55,12,15,4,64,3,11,0,60,0,4,4,1,Matches
273,Aníbal Godoy\2d496ca3,pa PAN,MF,Nashville,30,1990,22.4,1272,1218,54,47,1,240,67,12,0,0,0,0,1013,120,139,993,214,40,4,1,1166,3,5,29,13,Matches
274,Erik Godoy\e8b80334,ar ARG,DF,Vancouver,27,1993,14.5,764,734,30,26,0,87,25,1,0,0,0,0,556,65,143,87,645,18,4,3,658,7,6,9,4,Matches
275,Yeimar Gómez Andrade\e43c8d72,co COL,DF,Seattle,28,1992,29.6,1423,1353,70,64,0,159,49,1,0,0,0,0,1060,126,237,216,1093,68,6,3,1197,0,17,41,22,Matches
276,Leandro González Pirez\5ba1112c,ar ARG,DF,Inter Miami,28,1992,29.5,1273,1163,110,71,5,114,90,10,0,0,0,0,835,130,308,111,1061,50,38,4,1051,5,29,41,16,Matches
277,Omar Gonzalez\0d2fe665,us USA,DF,Toronto FC,32,1988,25.5,950,929,21,20,0,113,27,4,0,0,0,0,710,90,150,248,617,53,1,2,828,0,10,16,10,Matches
278,Samuel Grandsir\d2448564,fr FRA,FWMF,LA Galaxy,24,1996,23.1,893,870,23,3,0,162,33,83,6,2,1,0,672,115,106,172,693,9,11,5,699,3,20,32,35,Matches
279,Tayvon Gray\c839e1b2,us USA,DF,NYCFC,18,2002,4.2,196,161,35,0,0,26,5,10,0,0,0,0,121,54,21,24,133,4,35,0,159,0,6,4,5,Matches
280,Gregore\49815f34,br BRA,MF,Inter Miami,26,1994,28.2,1463,1419,44,39,2,233,41,6,0,0,0,0,1177,147,139,79,1301,53,5,10,1271,7,19,46,19,Matches
281,Ján Greguš\7d974435,sk SVK,MF,Minnesota Utd,30,1991,8.6,511,463,48,28,0,90,23,4,9,5,2,0,401,52,58,97,395,4,3,2,453,1,5,13,7,Matches
282,Julian Gressel\acd47bc0,de GER,DF,D.C. United,27,1993,29.9,1732,1280,452,99,3,205,118,144,118,43,53,4,817,384,531,111,1306,54,235,4,1116,6,42,104,76,Matches
