Squad,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
714,Quentin Westberg\5480ae05,us USA,GK,Toronto FC,34,1986,10.0,264,338,78.1,7803,4644,47,47,100.0,113,117,96.6,103,173,59.5,0,0.0,0.0,1,1,0,0,0,Matches
715,Brian White\54c948de,us USA,MFFW,NY Red Bulls,24,1996,2.2,32,49,65.3,426,99,20,27,74.1,9,14,64.3,2,2,100.0,1,0.2,+0.8,2,2,1,0,2,Matches
716,Brian White\54c948de,us USA,FW,Vancouver,24,1996,21.3,298,440,67.7,4123,660,185,238,77.7,93,144,64.6,10,21,47.6,5,2.7,+2.3,14,15,9,2,20,Matches
717,Augustine Williams\8bb1c744,sl SLE,FW,LA Galaxy,23,1997,1.0,18,23,78.3,276,86,11,15,73.3,7,8,87.5,0,0,,0,0.9,-0.9,3,1,1,1,2,Matches
718,Derrick Williams\c0a28fbd,ie IRL,DF,LA Galaxy,28,1993,18.5,1032,1177,87.7,22147,6944,275,290,94.8,588,625,94.1,158,246,64.2,2,0.3,+1.7,3,53,6,0,68,Matches
719,Josh Williams\06098bfc,us USA,DF,Columbus Crew,32,1988,15.2,658,724,90.9,14734,4730,160,167,95.8,372,393,94.7,124,156,79.5,0,0.0,0.0,1,43,0,0,32,Matches
720,Eryk Williamson\e0364352,us USA,MF,Portland Timbers,23,1997,10.5,352,416,84.6,6688,1976,161,184,87.5,143,166,86.1,45,61,73.8,2,1.4,+0.6,10,37,10,3,35,Matches
721,Joe Willis\467f09c8,us USA,GK,Nashville,32,1988,34.0,629,894,70.4,21057,13916,102,102,100.0,228,231,98.7,290,551,52.6,1,0.2,+0.8,1,11,0,0,0,Matches
722,Danny Wilson\9cfe9254,sct SCO,DF,Colorado Rapids,29,1991,27.2,1184,1377,86.0,31034,12003,203,215,94.4,612,651,94.0,362,500,72.4,0,0.2,-0.2,4,97,2,0,73,Matches
723,Owen Wolff\9edc70d6,us USA,MFFW,Austin FC,16,2004,0.1,9,10,90.0,150,32,4,4,100.0,5,6,83.3,0,0,,0,0.0,0.0,0,1,0,0,1,Matches
724,Tyler Wolff\0985c282,us USA,MFFW,Atlanta Utd,17,2003,2.5,65,79,82.3,1129,226,30,34,88.2,25,26,96.2,8,14,57.1,0,0.1,-0.1,1,8,0,0,4,Matches
725,Chris Wondolowski\37f46eda,us USA,FWMF,San Jose,38,1983,14.0,256,308,83.1,4477,828,130,148,87.8,79,95,83.2,38,46,82.6,0,1.4,-1.4,18,25,5,0,19,Matches
726,Bobby Wood\9853983f,us USA,FWMF,Real Salt Lake,28,1992,6.9,107,147,72.8,1681,263,58,77,75.3,40,54,74.1,5,8,62.5,1,0.7,+0.3,6,8,3,0,7,Matches
727,Vito Wormgoor\31d7acd1,nl NED,DF,Columbus Crew,32,1988,14.3,722,791,91.3,16984,5800,169,182,92.9,381,403,94.5,171,204,83.8,0,0.0,0.0,0,34,0,0,36,Matches
728,Bradley Wright-Phillips\9bb42ab8,eng ENG,FW,Columbus Crew,35,1985,7.3,117,161,72.7,1930,426,66,81,81.5,33,47,70.2,14,22,63.6,0,0.8,-0.8,4,14,0,0,11,Matches
729,William Yarbrough\ec646e88,us USA,GK,Colorado Rapids,31,1989,33.0,667,900,74.1,18308,11075,145,147,98.6,273,280,97.5,226,450,50.2,0,0.0,0.0,0,8,0,0,0,Matches
730,Dru Yearwood\2eb09121,eng ENG,MF,NY Red Bulls,20,2000,18.8,454,607,74.8,8368,2464,192,232,82.8,199,246,80.9,56,98,57.1,1,1.2,-0.2,12,66,6,2,71,Matches
731,Griffin Yow\ddd5cf39,us USA,DFFW,D.C. United,18,2002,2.7,59,100,59.0,1113,411,27,37,73.0,25,36,69.4,7,22,31.8,1,0.7,+0.3,4,6,2,0,6,Matches
732,Jackson Yueill\7dce16bf,us USA,MF,San Jose,23,1997,28.4,1289,1471,87.6,27029,7178,438,478,91.6,587,632,92.9,236,316,74.7,0,1.1,-1.1,24,132,17,3,118,Matches
733,Renzo Zambrano\526bf96c,ve VEN,MF,Portland Timbers,26,1994,6.6,265,306,86.6,5613,1226,109,119,91.6,96,105,91.4,56,74,75.7,0,0.1,-0.1,2,24,2,1,24,Matches
734,Gyasi Zardes\09ae7f92,us USA,FW,Columbus Crew,29,1991,17.3,264,358,73.7,3759,649,160,200,80.0,78,111,70.3,14,21,66.7,0,1.4,-1.4,12,19,4,0,19,Matches
735,Eriq Zavaleta\edbfbb3f,sv SLV,DF,Toronto FC,28,1992,11.3,423,480,88.1,8404,2846,144,155,92.9,214,229,93.4,62,91,68.1,0,0.0,0.0,0,24,0,0,21,Matches
736,Gedion Zelalem\b15ac68f,us USA,MF,NYCFC,24,1997,1.1,94,103,91.3,1911,684,34,36,94.4,45,47,95.7,15,20,75.0,0,0.0,0.0,1,13,2,0,13,Matches
737,Lucas Zelarayán\3ce30893,am ARM,MF,Columbus Crew,28,1992,29.1,945,1336,70.7,19055,6522,437,492,88.8,304,386,78.8,185,400,46.3,4,5.4,-1.4,78,122,58,12,140,Matches
738,Walker Zimmerman\220fa883,us USA,DF,Nashville,27,1993,22.7,855,1016,84.2,20143,7207,191,212,90.1,445,491,90.6,216,308,70.1,2,0.8,+1.2,5,44,5,0,45,Matches
739,Rida Zouhir\e1e65f24,ca CAN,MF,CF Montréal,17,2003,0.2,6,6,100.0,94,11,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
740,Ethan Zubak\9f39b6cf,us USA,FWMF,LA Galaxy,22,1998,7.5,128,183,69.9,1985,465,70,97,72.2,47,57,82.5,7,15,46.7,1,0.8,+0.2,3,8,2,2,6,Matches
741,Dario Župarić\c6f99e42,ba BIH,DF,Portland Timbers,28,1992,30.0,911,1038,87.8,21506,7130,195,206,94.7,499,536,93.1,203,278,73.0,2,0.9,+1.1,5,41,2,0,39,Matches
742,Graham Zusi\9ba42447,us USA,DF,Sporting KC,34,1986,23.6,1433,1704,84.1,30926,8887,493,548,90.0,652,708,92.1,269,404,66.6,4,3.6,+0.4,34,124,43,20,121,Matches
743,Guðmundur Þórarinsson\ded30989,is ISL,DF,NYCFC,28,1992,18.3,843,1041,81.0,15601,6475,390,427,91.3,322,392,82.1,124,195,63.6,2,3.6,-1.6,36,43,41,18,90,Matches
