Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls_p_90,Ast_p_90,G+A_p_90,G-PK_p_90,G+A-PK_p_90,xG,npxG,xA,npxG+xA,xG_p_90,xA_p_90,xG+xA_p_90,npxG_p_90,npxG+xA_p_90,Matches
51,Jeff Attinella\4277b946,us USA,GK,Portland Timbers,32,1988,3,2,170,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
52,Eduard Atuesta\60990b81,co COL,MF,Los Angeles FC,23,1997,24,24,2128,23.6,2,7,1,1,1,3,0,0.08,0.30,0.38,0.04,0.34,2.5,1.8,3.9,5.7,0.11,0.17,0.27,0.08,0.24,Matches
53,Auro\b234cb0e,br BRA,DFMF,Toronto FC,25,1996,25,23,1991,22.1,0,3,0,0,0,2,1,0.00,0.14,0.14,0.00,0.14,0.7,0.7,2.6,3.2,0.03,0.12,0.15,0.03,0.15,Matches
54,Brandon Austin\5e253986,eng ENG,GK,Orlando City,22,1999,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
55,Edison Azcona\05f54837,do DOM,FW,Inter Miami,17,2003,4,0,50,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
56,Dominique Badji\758ac389,sn SEN,FW,Nashville,28,1992,5,2,188,2.1,0,1,0,0,0,0,0,0.00,0.48,0.48,0.00,0.48,1.1,1.1,0.0,1.1,0.52,0.00,0.52,0.52,0.52,Matches
57,Dominique Badji\758ac389,sn SEN,FWMF,Colorado Rapids,28,1992,12,3,328,3.6,5,0,5,0,0,1,0,1.37,0.00,1.37,1.37,1.37,1.6,1.6,0.0,1.6,0.43,0.01,0.45,0.43,0.45,Matches
58,Zico Bailey\aa9e1161,us USA,DF,FC Cincinnati,20,2000,11,9,683,7.6,1,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,0.2,0.2,0.9,1.1,0.03,0.12,0.15,0.03,0.15,Matches
59,Theo Bair\c724745e,ca CAN,FW,Vancouver,21,1999,4,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
60,Corey Baird\2d0d1442,us USA,FW,Los Angeles FC,25,1996,13,9,750,8.3,3,2,3,0,0,2,0,0.36,0.24,0.60,0.36,0.60,2.9,2.9,0.9,3.7,0.34,0.10,0.45,0.34,0.45,Matches
61,Corey Baird\2d0d1442,us USA,FW,Houston Dynamo,25,1996,7,4,362,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.1,0.23,0.03,0.27,0.23,0.27,Matches
62,Mateo Bajamich\d005b036,ar ARG,FWMF,Houston Dynamo,21,1999,9,1,139,1.5,0,1,0,0,0,0,0,0.00,0.65,0.65,0.00,0.65,0.2,0.2,0.6,0.8,0.12,0.41,0.52,0.12,0.52,Matches
63,Reed Baker-Whiting\816d7aec,us USA,MFFW,Seattle,15,2005,4,2,201,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.35,0.07,0.42,0.35,0.42,Matches
64,Michael Baldisimo\894b41c5,ca CAN,MF,Vancouver,20,2000,21,12,1255,13.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.00,0.01,0.01,0.01,Matches
65,Grayson Barber\8504b10a,us USA,FWMF,Sporting KC,20,2000,9,2,218,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.09,0.03,0.12,0.09,0.12,Matches
66,Ezequiel Barco\7fa737c4,ar ARG,FWMF,Atlanta Utd,21,1999,25,23,2136,23.7,7,6,6,1,1,4,1,0.29,0.25,0.55,0.25,0.51,5.1,4.4,4.7,9.1,0.22,0.20,0.42,0.18,0.38,Matches
67,Tom Barlow\da4821de,us USA,FWMF,NY Red Bulls,25,1995,23,2,499,5.5,1,0,1,0,0,2,0,0.18,0.00,0.18,0.18,0.18,1.7,1.7,0.4,2.1,0.30,0.08,0.38,0.30,0.38,Matches
68,Luis Barraza\e6f22a6b,us USA,GK,NYCFC,24,1996,5,5,450,5.0,0,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.0,0.0,0.8,0.8,0.00,0.16,0.16,0.00,0.16,Matches
69,Álvaro Barreal\ffca53e1,ar ARG,FWMF,FC Cincinnati,20,2000,33,26,2206,24.5,3,3,3,0,0,4,1,0.12,0.12,0.24,0.12,0.24,4.5,4.5,2.2,6.7,0.18,0.09,0.27,0.18,0.27,Matches
70,Michael Barrios\df782c79,co COL,FWMF,Colorado Rapids,29,1991,33,25,2093,23.3,8,5,8,0,0,3,0,0.34,0.22,0.56,0.34,0.56,6.2,6.2,5.6,11.8,0.27,0.24,0.51,0.27,0.51,Matches
71,Cole Bassett\2c8da8a1,us USA,MFFW,Colorado Rapids,19,2001,32,23,2210,24.6,5,3,4,1,1,3,0,0.20,0.12,0.33,0.16,0.29,8.2,7.5,3.0,10.5,0.34,0.12,0.46,0.30,0.43,Matches
72,Zorhan Bassong\6297d826,ca CAN,DF,CF Montréal,21,1999,26,13,1252,13.9,0,1,0,0,0,3,1,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.8,1.1,0.02,0.06,0.08,0.02,0.08,Matches
73,Clement Bayiha\ca9f2034,ca CAN,DF,CF Montréal,21,1999,10,2,287,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,Matches
74,Tanner Beason\3f1b018e,us USA,DF,San Jose,23,1997,24,22,1929,21.4,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,1.3,1.3,0.2,1.5,0.06,0.01,0.07,0.06,0.07,Matches
75,Alejandro Bedoya\9a6f8dfd,us USA,MF,Philadelphia,33,1987,32,30,2652,29.5,3,0,3,0,0,5,0,0.10,0.00,0.10,0.10,0.10,4.4,4.4,3.0,7.4,0.15,0.10,0.25,0.15,0.25,Matches
76,Steven Beitashour\64f1680a,ir IRN,DF,Colorado Rapids,33,1987,11,6,588,6.5,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,0.5,0.5,0.00,0.07,0.07,0.00,0.07,Matches
77,Jon Bell\658a3134,us USA,DF,New England,23,1997,12,9,818,9.1,1,2,1,0,0,1,0,0.11,0.22,0.33,0.11,0.33,0.4,0.4,0.6,1.0,0.04,0.07,0.11,0.04,0.11,Matches
78,George Bello\aca0a525,us USA,DF,Atlanta Utd,19,2002,29,26,2435,27.1,1,3,1,0,0,3,0,0.04,0.11,0.15,0.04,0.15,3.2,3.2,2.1,5.3,0.12,0.08,0.20,0.12,0.20,Matches
79,Joe Bendik\c3e50b67,us USA,GK,Philadelphia,31,1989,3,2,212,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
80,Nicolas Benezet\30395d3b,fr FRA,FWMF,Colorado Rapids,29,1991,11,1,292,3.2,0,1,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31,0.6,0.6,1.1,1.7,0.19,0.33,0.52,0.19,0.52,Matches
81,Nicolas Benezet\30395d3b,fr FRA,FWMF,Seattle,29,1991,13,7,662,7.4,3,1,3,0,0,1,0,0.41,0.14,0.54,0.41,0.54,3.0,3.0,0.8,3.9,0.41,0.11,0.53,0.41,0.53,Matches
82,Sebastian Berhalter\f33ee427,us USA,MF,Austin FC,19,2001,18,5,658,7.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.04,0.06,0.02,0.06,Matches
83,Robert Berić\9001138b,si SVN,FW,Chicago Fire,29,1991,33,26,2196,24.4,8,2,8,0,0,1,0,0.33,0.08,0.41,0.33,0.41,11.1,11.1,3.1,14.2,0.46,0.13,0.58,0.46,0.58,Matches
84,Miguel Berry\a5532e80,es ESP,FW,Columbus Crew,23,1997,18,9,844,9.4,8,1,8,0,0,0,0,0.85,0.11,0.96,0.85,0.96,5.1,5.1,0.7,5.7,0.54,0.07,0.61,0.54,0.61,Matches
85,Matt Besler\8393a973,us USA,DF,Austin FC,33,1987,20,20,1749,19.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.01,0.01,0.02,0.01,0.02,Matches
86,Nick Besler\cc9fa1a8,us USA,MF,Real Salt Lake,27,1993,27,18,1647,18.3,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,0.2,0.7,0.02,0.01,0.04,0.02,0.04,Matches
87,Janio Bikel\7d944245,pt POR,MF,Vancouver,25,1995,33,26,2307,25.6,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,0.4,0.4,0.6,1.0,0.02,0.02,0.04,0.02,0.04,Matches
88,Steve Birnbaum\26637ac8,us USA,DF,D.C. United,30,1991,21,18,1617,18.0,2,1,2,0,0,4,0,0.11,0.06,0.17,0.11,0.17,1.4,1.4,0.6,2.0,0.08,0.03,0.11,0.08,0.11,Matches
89,José Bizama\fbcb25ab,cl CHI,DF,Houston Dynamo,26,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
90,Tyler Blackett\a68a5466,eng ENG,DF,FC Cincinnati,26,1994,11,8,775,8.6,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matches
91,Jamal Blackman\dd26b605,eng ENG,GK,Los Angeles FC,27,1993,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
92,Tristan Blackmon\7f35d14e,us USA,DF,Los Angeles FC,24,1996,22,15,1296,14.4,1,0,1,0,0,2,1,0.07,0.00,0.07,0.07,0.07,0.4,0.4,0.4,0.7,0.03,0.03,0.05,0.03,0.05,Matches
93,Andre Blake\b3b21a11,jm JAM,GK,Philadelphia,30,1990,26,26,2340,26.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
94,Sebastián Blanco\4ddd0834,ar ARG,MFFW,Portland Timbers,32,1988,24,12,1180,13.1,7,6,7,0,0,4,0,0.53,0.46,0.99,0.53,0.99,5.6,5.6,4.9,10.5,0.42,0.37,0.80,0.42,0.80,Matches
95,Latif Blessing\5153d32e,gh GHA,MFDF,Los Angeles FC,24,1996,30,25,2204,24.5,2,2,2,0,0,1,0,0.08,0.08,0.16,0.08,0.16,2.8,2.8,3.1,5.9,0.12,0.13,0.24,0.12,0.24,Matches
96,Emmanuel Boateng\25f77a5f,gh GHA,MFFW,New England,27,1994,12,4,381,4.2,2,3,2,0,0,0,0,0.47,0.71,1.18,0.47,1.18,0.5,0.5,1.1,1.6,0.12,0.26,0.38,0.12,0.38,Matches
97,Blake Bodily\612a0951,us USA,FWDF,Portland Timbers,23,1998,9,2,205,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.10,0.13,0.24,0.10,0.24,Matches
98,Jonathan Bond\c3a86eea,eng ENG,GK,LA Galaxy,27,1993,31,31,2790,31.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
99,Pablo Bonilla\da23cdc3,ve VEN,DF,Portland Timbers,21,1999,18,16,1358,15.1,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.3,0.3,0.9,1.2,0.02,0.06,0.08,0.02,0.08,Matches
100,Alex Bono\aa28a396,us USA,GK,Toronto FC,26,1994,24,24,2160,24.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
101,Jonathan Bornstein\79a6c95f,us USA,DF,Chicago Fire,36,1984,30,25,2219,24.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.01,0.02,0.02,0.01,0.02,Matches
102,Gustavo Bou\3dfcc735,ar ARG,FW,New England,30,1990,30,25,2319,25.8,15,9,14,1,2,2,0,0.58,0.35,0.93,0.54,0.89,10.7,9.0,10.3,19.4,0.42,0.40,0.82,0.35,0.75,Matches
103,Michael Boxall\6bfa0d3a,nz NZL,DF,Minnesota Utd,32,1988,25,25,2188,24.3,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.8,0.8,0.1,0.9,0.03,0.00,0.04,0.03,0.04,Matches
104,Michael Bradley\fd5e3a73,us USA,MFDF,Toronto FC,33,1987,32,30,2690,29.9,1,3,1,0,0,7,0,0.03,0.10,0.13,0.03,0.13,1.0,1.0,2.2,3.3,0.03,0.08,0.11,0.03,0.11,Matches
105,Zachary Brault-Guillard\948a58c2,ca CAN,DF,CF Montréal,22,1998,30,23,2050,22.8,2,2,2,0,0,4,0,0.09,0.09,0.18,0.09,0.18,1.5,1.5,4.6,6.1,0.07,0.20,0.27,0.07,0.27,Matches
106,Claudio Bravo\5619c5e8,ar ARG,DF,Portland Timbers,23,1997,23,23,2019,22.4,0,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,1.0,1.0,1.5,2.4,0.04,0.07,0.11,0.04,0.11,Matches
107,Brenner\279508bf,br BRA,FW,FC Cincinnati,21,2000,33,33,2784,30.9,8,1,6,2,3,4,0,0.26,0.03,0.29,0.19,0.23,9.7,7.4,1.6,9.0,0.31,0.05,0.37,0.24,0.29,Matches
108,Bressan\3db1684c,br BRA,DF,FC Dallas,28,1993,22,20,1746,19.4,1,0,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05,0.9,0.9,0.3,1.2,0.04,0.02,0.06,0.04,0.06,Matches
