Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
101,Jonathan Bornstein\79a6c95f,us USA,DF,Chicago Fire,36,1984,24.7,2,0,0,22,19,0,15,47,27,0,2,0,228,63,52,54.8,Matches
102,Gustavo Bou\3dfcc735,ar ARG,FW,New England,30,1990,25.8,2,0,0,19,19,26,66,11,12,0,0,0,122,8,19,29.6,Matches
103,Michael Boxall\6bfa0d3a,nz NZL,DF,Minnesota Utd,32,1988,24.3,3,0,0,22,6,0,0,27,35,0,0,1,205,49,21,70.0,Matches
104,Michael Bradley\fd5e3a73,us USA,MFDF,Toronto FC,33,1987,29.9,7,0,0,26,24,0,20,42,27,0,0,0,260,9,13,40.9,Matches
105,Zachary Brault-Guillard\948a58c2,ca CAN,DF,CF Montréal,22,1998,22.8,4,0,0,25,21,5,64,40,16,0,0,0,163,16,28,36.4,Matches
106,Claudio Bravo\5619c5e8,ar ARG,DF,Portland Timbers,23,1997,22.4,6,0,0,51,19,0,34,72,56,0,2,0,233,17,26,39.5,Matches
107,Brenner\279508bf,br BRA,FW,FC Cincinnati,21,2000,30.9,4,0,0,21,48,15,12,13,21,1,0,0,117,6,46,11.5,Matches
108,Bressan\3db1684c,br BRA,DF,FC Dallas,28,1993,19.4,7,0,0,21,8,0,1,49,21,0,2,0,119,42,18,70.0,Matches
109,Sebastian Breza\52e7f812,ca CAN,GK,CF Montréal,22,1998,8.0,2,0,0,1,1,0,0,0,0,0,0,0,45,0,0,,Matches
110,Frédéric Brillant\5b14180f,fr FRA,DF,D.C. United,35,1985,14.6,4,0,0,26,11,0,0,24,14,0,1,1,100,41,20,67.2,Matches
111,Andrew Brody\33e46323,us USA,DF,Real Salt Lake,25,1995,12.0,1,0,0,10,17,1,40,18,14,0,0,0,77,9,19,32.1,Matches
112,Javain Brown\3d14c62e,jm JAM,DF,Vancouver,21,1999,19.3,4,0,0,30,12,2,52,50,47,0,2,0,132,33,31,51.6,Matches
113,Will Bruin\87a6ac29,us USA,FW,Seattle,31,1989,14.3,0,0,0,12,37,7,14,6,5,0,0,0,55,46,49,48.4,Matches
114,Tajon Buchanan\3aca6420,ca CAN,MFFW,New England,21,1999,19.4,4,0,0,32,61,2,53,24,19,2,0,0,136,24,27,47.1,Matches
115,Adam Buksa\3b676989,pl POL,FW,New England,24,1996,23.1,2,0,0,44,47,8,3,9,9,1,0,0,92,111,104,51.6,Matches
116,Teal Bunbury\3077fce8,us USA,FWMF,New England,30,1990,12.7,2,0,0,25,18,4,16,13,11,0,0,0,73,35,38,47.9,Matches
117,Nkosi Burgess\4a07ae31,us USA,DF,FC Dallas,23,1997,20.3,1,0,0,12,5,1,6,31,19,0,0,0,132,40,27,59.7,Matches
118,Cory Burke\39fde61c,jm JAM,FWMF,Philadelphia,29,1991,10.5,0,0,0,29,22,8,13,4,11,0,0,0,54,54,57,48.6,Matches
119,Evan Bush\69a57596,us USA,GK,Columbus Crew,34,1986,4.0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,,Matches
120,Gianluca Busio\4a0b7f07,us USA,MFFW,Sporting KC,18,2002,12.8,0,0,0,16,20,1,20,22,26,0,0,0,114,19,24,44.2,Matches
121,Handwalla Bwana\b56080ee,so SOM,FW,Nashville,23,1997,1.1,0,0,0,1,2,0,1,2,3,0,0,0,9,0,3,0.0,Matches
122,Brandon Bye\9fcd12af,us USA,DF,New England,25,1995,27.5,3,0,0,32,16,1,112,48,33,0,1,0,230,88,57,60.7,Matches
123,Kevin Cabral\42af215b,fr FRA,FWMF,LA Galaxy,21,1999,22.1,3,0,0,26,39,11,20,26,10,2,0,0,84,8,34,19.0,Matches
124,Jhonder Cádiz\e8edfdc9,ve VEN,FW,Nashville,25,1995,7.7,0,0,0,12,11,9,10,0,7,0,0,0,25,44,44,50.0,Matches
125,Deiber Caicedo\9bfa2f52,co COL,FWMF,Vancouver,20,2000,25.0,3,0,0,19,42,7,42,35,13,0,0,0,124,2,28,6.7,Matches
126,Luís Caicedo\008ddeb9,co COL,MF,New England,24,1996,2.1,1,0,0,9,3,0,0,4,6,0,0,0,15,1,2,33.3,Matches
127,Scott Caldwell\4a54592d,us USA,MF,New England,29,1991,2.3,1,0,0,8,1,0,0,6,6,0,0,0,26,2,2,50.0,Matches
128,Alexander Callens\af34f10d,pe PER,DF,NYCFC,28,1992,23.3,3,0,0,25,22,2,0,35,17,0,0,0,200,47,35,57.3,Matches
129,Francisco Calvo\706bd23f,cr CRC,DF,Chicago Fire,28,1992,16.2,1,0,0,18,7,1,6,56,22,0,0,0,160,66,39,62.9,Matches
130,Rudy Camacho\6ad16d47,fr FRA,DF,CF Montréal,29,1991,30.5,8,3,1,44,8,0,5,73,18,0,0,1,293,61,36,62.9,Matches
131,Geoff Cameron\1a160ea3,us USA,DF,FC Cincinnati,35,1985,26.3,8,0,0,34,12,0,6,56,45,0,1,0,190,61,39,61.0,Matches
132,George Campbell\45e1a597,us USA,DF,Atlanta Utd,19,2001,7.0,2,0,0,11,5,0,1,22,13,0,0,0,53,12,11,52.2,Matches
133,Russell Canouse\ec730d9a,us USA,MF,D.C. United,25,1995,19.0,5,0,0,56,39,0,8,47,39,1,0,0,179,32,44,42.1,Matches
134,Nathan Cardoso\d4438745,br BRA,DF,San Jose,25,1995,19.2,8,1,0,43,25,0,2,88,65,0,0,0,161,67,24,73.6,Matches
135,Antonio Carlos\949fe1e8,br BRA,DF,Orlando City,27,1993,26.8,6,1,0,32,14,0,0,74,15,0,0,1,197,80,33,70.8,Matches
136,Wikelman Carmona\cab97dd2,ve VEN,MFFW,NY Red Bulls,17,2003,13.7,0,0,0,27,29,0,17,15,19,2,0,0,114,11,35,23.9,Matches
137,Julián Carranza\3e9ae1db,ar ARG,FWMF,Inter Miami,20,2000,8.2,4,0,0,41,34,7,2,12,11,0,0,0,39,14,36,28.0,Matches
138,Adalberto Carrasquilla\f087912d,pa PAN,MF,Houston Dynamo,22,1998,6.2,2,0,0,13,11,0,5,14,9,0,0,0,62,4,5,44.4,Matches
139,Javier Casas\2ed8d81b,us USA,MF,Chicago Fire,17,2003,0.6,0,0,0,2,1,0,0,0,0,0,0,0,7,1,0,100.0,Matches
140,Julio Cascante\cc120b4f,cr CRC,DF,Austin FC,27,1993,26.8,4,1,0,31,13,1,1,42,20,0,0,1,186,73,44,62.4,Matches
141,Cristian Cásseres Jr.\f86fe8c1,ve VEN,MFFW,NY Red Bulls,21,2000,22.9,3,0,0,57,45,2,42,33,44,0,0,0,225,36,46,43.9,Matches
142,Robert Castellanos\e620dcbb,us USA,DF,Nashville,22,1998,1.0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,2,71.4,Matches
143,Valentín Castellanos\da76bab4,ar ARG,FW,NYCFC,22,1998,30.5,9,0,0,88,65,22,15,11,21,1,0,0,121,98,114,46.2,Matches
144,Edgar Castillo\3cdde01b,us USA,DF,FC Cincinnati,34,1986,10.8,5,0,0,11,14,2,4,31,11,1,0,0,62,6,9,40.0,Matches
145,Juan Castillo\bd538c54,us USA,MF,Houston Dynamo,16,2004,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
146,Lucas Cavallini\dd8de641,ca CAN,FW,Vancouver,28,1992,13.7,6,0,0,29,53,2,7,7,6,1,0,0,53,55,71,43.7,Matches
147,Darwin Cerén\a58de3f0,sv SLV,MF,Houston Dynamo,31,1989,13.4,4,1,0,31,18,1,12,25,16,0,0,0,128,13,19,40.6,Matches
148,Edwin Cerrillo\bd060315,us USA,MF,FC Dallas,20,2000,15.4,6,0,0,39,9,0,3,24,17,0,0,0,144,8,13,38.1,Matches
149,Maikel Chang\04cc9edd,cu CUB,DFMF,Real Salt Lake,29,1991,12.1,2,0,0,10,5,2,66,16,21,0,0,0,93,15,15,50.0,Matches
150,Maxime Chanot\ca366055,lu LUX,DF,NYCFC,31,1989,28.9,7,1,1,33,12,3,2,60,18,0,0,0,260,95,27,77.9,Matches
151,Jay Chapman\3bb4d381,ca CAN,MFFW,Inter Miami,27,1994,13.2,4,0,0,30,7,2,9,20,18,0,0,0,82,12,13,48.0,Matches
152,Diego Chará\6260cc9d,co COL,MF,Portland Timbers,34,1986,27.2,8,1,1,68,51,1,11,55,59,0,0,0,218,16,18,47.1,Matches
153,Yimmi Chará\9df9baab,co COL,FWMF,Portland Timbers,29,1991,25.7,1,0,0,20,34,5,38,32,28,0,0,0,182,8,24,25.0,Matches
154,Justin Che\3c569f37,us USA,DF,FC Dallas,17,2003,11.3,0,0,0,10,5,0,31,35,22,0,0,0,102,12,14,46.2,Matches
155,Mathieu Choiniere\017459bb,ca CAN,DF,CF Montréal,21,1999,22.0,3,0,0,29,31,2,48,26,23,0,0,0,130,7,26,21.2,Matches
156,Léo Chú\d88ebbe9,br BRA,FWMF,Seattle,20,2000,1.7,0,0,0,4,6,0,6,3,3,0,0,0,6,1,6,14.3,Matches
157,José Cifuentes\8c8c07a7,ec ECU,MF,Los Angeles FC,21,1999,25.7,6,0,0,46,35,1,31,34,45,0,0,0,225,31,43,41.9,Matches
158,Abdoulaye Cissoko\52a6ef30,fr FRA,DF,Seattle,21,1999,10.7,1,0,0,11,4,0,0,22,14,0,0,0,73,15,16,48.4,Matches
159,Caden Clark\6e327d0d,us USA,MFFW,NY Red Bulls,17,2003,16.7,3,0,0,34,18,2,27,17,30,0,0,0,126,10,23,30.3,Matches
160,Steve Clark\ed6320b7,us USA,GK,Portland Timbers,34,1986,23.3,1,0,0,1,1,0,0,0,0,0,1,0,101,0,0,,Matches
161,Stefan Cleveland\873fdbdf,us USA,GK,Seattle,26,1994,15.0,0,0,0,1,2,0,0,0,0,0,1,0,104,0,0,,Matches
162,Elliot Collier\5804f03b,nz NZL,FWMF,Chicago Fire,25,1995,3.7,0,0,0,7,9,0,7,4,4,0,0,0,36,2,10,16.7,Matches
163,Jackson Conway\1cfa6e1a,us USA,FWMF,Atlanta Utd,19,2001,2.7,1,0,0,7,4,0,2,0,2,0,0,0,9,7,12,36.8,Matches
164,Derek Cornelius\577744b8,ca CAN,DFFW,Vancouver,23,1997,1.6,2,0,0,4,1,0,0,3,3,0,0,0,13,4,3,57.1,Matches
165,Joe Corona\470cd24b,us USA,MF,Houston Dynamo,30,1990,19.2,5,0,0,38,33,1,16,27,30,0,0,0,185,31,33,48.4,Matches
166,Carlos Coronel\5c07e176,br BRA,GK,NY Red Bulls,24,1996,34.0,1,0,0,0,3,0,0,0,0,0,0,0,152,0,0,,Matches
167,Séga Coulibaly\dab9537e,fr FRA,DF,LA Galaxy,24,1996,15.8,1,0,0,14,22,1,2,25,10,0,0,0,108,39,25,60.9,Matches
168,Cade Cowell\f8e95f87,us USA,FWMF,San Jose,17,2003,18.6,3,0,0,39,15,4,36,7,12,0,0,0,97,9,35,20.5,Matches
169,Maxime Crépeau\ea42e480,ca CAN,GK,Vancouver,26,1994,27.0,1,0,0,0,4,0,0,0,0,0,0,0,122,0,0,,Matches
170,Daniel Crisostomo\33fdd2aa,us USA,MF,Los Angeles FC,24,1997,4.4,3,0,0,11,4,0,0,12,5,0,0,0,43,3,0,100.0,Matches
171,Cody Cropper\aa133046,us USA,GK,FC Cincinnati,27,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
